opt.q1,1.276
opt.q2,1.38
opt.q3,1.08
opt.q4a,1.002
opt.q4b,1
opt.q4c,1.104
opt.q4d,0.928
opt.q4e,0.992
opt.q4f,0.936
opt.q4g,1.136
opt.q4h,1.104
opt.q5,0.948
opt.q9,0.796
opt.q10,0.644
opt.q14,0.944
opt.q18h,1.2
opt.q21a,0.9
opt.q21b,0.744
opt.q21c,0.848
opt.q21e,1.024
opt.q22c,1
opt.q22d,0.668
opt.q43,0.728
opt.q45,0.652
own,6.36
